"Nomor,""Bab"",""Matan.""";;;;;;;;;;;;;
"176,""Thoharoh"",""Berwudlulah karena (memakan) sesuatu yang di rubah (dimasak, diolah dengan) api""";;;;;;;;;;;;;
"177,""Thoharoh"",""Berwudlulah kalian karena (memakan) sesuatu yang di rubah (dimasak, diolah dengan) api""";;;;;;;;;;;;;
"178,""Thoharoh"",""Berwudlulah kalian karena memakan sesuatu yang dipanggang karena api""";;;;;;;;;;;;;
"179,""Thoharoh"",""Berwudlulah karena (memakan) sesuatu yang di sentuh (di masak, dipanggang dengan) api""";;;;;;;;;;;;;
"180,""Thoharoh"",""Berwudlulah dari sesuatu yang terpanggang oleh api""";;;;;;;;;;;;;
"181,""Thoharoh"",""Berwudlulah karena memakan sesuatu yang disentuh oleh (dimasak dengan) api""";;;;;;;;;;;;;
"182,""Thoharoh"",""pernah makan daging bagian paha, lalu datang Bilal, kemudian beliau keluar untuk shalat dan beliau tidak berwudlu lagi""";;;;;;;;;;;;;
"183,""Thoharoh"",""bangun subuh dalam keadaan junub bukan karena mimpi. Beliau lalu berpuasa -selain Sulaiman bin Yasar menceritai kami hadis ini""";;;;;;;;;;;;;
"184,""Thoharoh"",""memakan roti dan daging, kemudian melaksanakan shalat tanpa berwudlu lagi""";;;;;;;;;;;;;
"185,""Thoharoh"",""tidak berwudlu karena memakan sesuatu yang disentuh oleh (dimasak dengan) api""";;;;;;;;;;;;;
"186,""Thoharoh"",""shalat Ashar. Kemudian beliau minta dibawakan perbekalan, maka tidak ada yang bisa dibawa kecuali sawiq. Lalu beliau menyuruh""";;;;;;;;;;;;;
"187,""Thoharoh"",""meminum susu kemudian meminta air untuk berkumur. Lalu beliau bersabda, Susu itu mengandung lemak""";;;;;;;;;;;;;
"188,""Thoharoh"",""maka Rasulullah Shallallahu'alaihi wasallam menyuruhnya mandi dengan air dan sidr (Daun Bidara)""";;;;;;;;;;;;;
"189,""Thoharoh"",""menyuruhnya umrah.-Demikian cerita ini secara ringkas-""";;;;;;;;;;;;;
"190,""Thoharoh"",""Pergilah kesana dan kuburlah Ali berkata"; dia mati dalam keadaan musyrik. Rasul bersabda;" pergilah kesana dan kuburlah Ali berkata, Setelah selesai""";;;;;;;;;;;
"191,""Thoharoh"",""Apabila telah duduk diantara dua tangan dan dua kaki (bersetubuh), kemudian bersungguh-sungguh, telah wajib mandi baginya""";;;;;;;;;;;;;
"192,""Thoharoh"",""Apabila telah duduk diantara dua tangan dan dua kaki kemudian bersungguh-sungguh, telah wajib mandi baginya""";;;;;;;;;;;;;
"193,""Thoharoh"",""Apabila kamu melihat madzi, maka cucilah kemaluanmu dan berwudlulah seperti wudlu untuk shalat. Jika""";;;;;;;;;;;;;
"194,""Thoharoh"",""Apabila kamu melihat madzi, berwudhulah seperti wudhu untuk shalat, kemudian cuci kemaluanmu. Jika kamu melihat keluarnya air mani""";;;;;;;;;;;;;
"195,""Thoharoh"",""Apabila ia mengeluarkan mani""";;;;;;;;;;;;;
"196,""Thoharoh"",""Ya. Aisyah berkata";" Aku bertanya  Ummu Sulaim. 'Ah, apakah perempuan juga bermimpi demikian""";;;;;;;;;;;;
"197,""Thoharoh"",""Ya, jika dia melihat mani. Maka Ummu Salamah tertawa dan bertanya";" Apakah wanita bermimpi basah juga?""";;;;;;;;;;;;
"198,""Thoharoh"",""Apabila ia melihat air (Mani), maka hendaklah ia mandi""";;;;;;;;;;;;;
"199,""Thoharoh"",""Air (Mandi Junub) itu adalah karena (keluarnya Mani)""";;;;;;;;;;;;;
"200,""Thoharoh"",""Itu darah penyakit. Apabila datang haid maka tinggalkan shalat, dan apabila""";;;;;;;;;;;;;
"201,""Thoharoh"",""Apabila datang haid maka tinggalkanlah shalat, dan apabila telah berhenti maka mandilah""";;;;;;;;;;;;;
"202,""Thoharoh"",""Ini bukan haid, tetapi darah penyakit. Maka mandilah kemudian shalatlah""";;;;;;;;;;;;;
"203,""Thoharoh"",""Ini bukan haid, tetapi darah penyakit. Apabila selesai haid""";;;;;;;;;;;;;
"204,""Thoharoh"",""Ini bukan darah haid, tetapi darah penyakit. Maka mandi dan shalatlah""";;;;;;;;;;;;;
"205,""Thoharoh"",""Itu darah penyakit, maka mandi dan shalatlah Lalu Ummu Habibah selalu mandi jika akan shalat""";;;;;;;;;;;;;
"206,""Thoharoh"",""Tetapkanlah sesuai masa/waktu haid yang biasa kamu alami kemudian mandilah. Dan telah mengabarkan kepada kami lagi Qutaibah""";;;;;;;;;;;;;
"207,""Thoharoh"",""Hendaklah kamu menghitung malam dan hari (jadwal) yang biasa kamu haid setiap bulannya. Selama kamu masih berada di hari kebiasaan kamu haid pada setiap bulannya""";;;;;;;;;;;;;
"208,""Thoharoh"",""Ini bukan haid, tetapi hentakan dari rahim. Jadi mandilah dan kerjakanlah shalat. Lalu lihat""";;;;;;;;;;;;;
"209,""Thoharoh"",""Itu  bukan haid, tetapi darah penyakit. Lalu beliau memerintahkannya untuk meninggalkan shalat""";;;;;;;;;;;;;
"210,""Thoharoh"",""Itu darah penyakit. Perhatikan waktu kebiasaan haidmu, jika datang maka jangan shalat dan jika Telah berlalu""";;;;;;;;;;;;;
"211,""Thoharoh"",""Tidak, itu darah penyakit, bukan haid. Bila datang haid""";;;;;;;;;;;;;
"212,""Thoharoh"",""Ia lalu diperintahkan mengakhirkan shalat zhuhur dan memajukan shalat Ashar, serta mandi satu kali untuk dua shalat tersebut""";;;;;;;;;;;;;
"213,""Thoharoh"",""Suruh ia mandi lalu berihram (dan mengucap talbiyah)""";;;;;;;;;;;;;
"214,""Thoharoh"",""Apabila darah itu adalah darah haid, maka darahnya berwarna hitam yang sudah dikenal, maka tinggalkanlah shalat""";;;;;;;;;;;;;
"215,""Thoharoh"",""Bila darah itu adalah darah haid, darahnya hitam dan sudah dikenal, maka tinggalkanlah shalat""";;;;;;;;;;;;;
"216,""Thoharoh"",""Itu darah penyakit, bukan haid. Bila sedang haid""";;;;;;;;;;;;;
"217,""Thoharoh"",""Itu hanya darah penyakit, bukan darah haid. Bila datang waktu haid maka tinggalkanlah""";;;;;;;;;;;;;
"218,""Thoharoh"",""Tidak, itu hanya darah penyakit, -Khalid berkomentar setelah kuungkapkan kepadanya perihal `arq, '`arq bukan darah haid""";;;;;;;;;;;;;
"219,""Thoharoh"",""Janganlah salah seorang dari kalian mandi junub dalam air yang tergenang""";;;;;;;;;;;;;
"220,""Thoharoh"",""Janganlah salah seorang dari kalian buang air kecil dalam air yang diam (tergenang), kemudian mandi disitu""";;;;;;;;;;;;;
"221,""Thoharoh"",""Beliau kadang mandi pada permulaan malam, namun kadang pula pada akhir malam. Aku berkata""";;;;;;;;;;;;;
"222,""Thoharoh"",""Kadang ia mandi pada permulaan malam dan kadang pada akhir malam. Aku berkata""";;;;;;;;;;;;;
"223,""Thoharoh"",""Jika beliau hendak mandi, maka beliau berkata, 'Palingkan mukamu dariku'. Maka akupun memalingkan mukaku darinya dan menutupi beliau""";;;;;;;;;;;;;
"224,""Thoharoh"",""sedang mandi, sedangkan Fatimah menutupinya dengan kain, lantas dia memberi salam. Rasulullah Shallallahu'alaihi wasallam   lalu berkata, Siapa? Aku katakana""";;;;;;;;;;;;;
"225,""Thoharoh"",""mandi dengan air yang seperti ini""";;;;;;;;;;;;;
"226,""Thoharoh"",""ia meminta dibawakan bejana berisi air seukuran satu sha', lalu ia menutup diri dan mandi, dan beliau mandi menyiramkan""";;;;;;;;;;;;;
"227,""Thoharoh"",""mandi di ember -al faraq- dan aku mandi beliau dalam satu bejana""";;;;;;;;;;;;;
"228,""Thoharoh"",""berwudhu dengan satu  makkuk , dan bila mandi maka beliau menggunakan lima  makkuk""";;;;;;;;;;;;;
"229,""Thoharoh"",""Dalam mandi junub cukup satu sha?' Kami katakan bahwa tidak cukup hanya dengan satu""";;;;;;;;;;;;;
"230,""Thoharoh"",""Aku pernah mandi bersama Rasulullah Shallallahu'alaihi wasallam   dari satu bejana, dan bejana itu seukuran satu faraq""";;;;;;;;;;;;;
"231,""Thoharoh"",""Rasulullah Shallallahu'alaihi wasallam   mandi bersamaku dari satu bejana""";;;;;;;;;;;;;
"232,""Thoharoh"",""Aku dan Rasulullah Shallallahu'alaihi wasallam   mandi junub bersama dari satu bejana""";;;;;;;;;;;;;
"233,""Thoharoh"",""Seingatku aku pernah berebut bejana air bersama Rasulullah Shallallahu'alaihi wasallam  . Aku dan beliau Shallallahu'alaihi wasallam   mandi dari bejana tersebut""";;;;;;;;;;;;;
"234,""Thoharoh"",""Aku pernah mandi bersama Rasulullah Shallallahu'alaihi wasallam   dari satu bejana""";;;;;;;;;;;;;
"235,""Thoharoh"",""dia pernah mandi bersama Rasulullah Shallallahu'alaihi wasallam   dari satu bejana""";;;;;;;;;;;;;
"236,""Thoharoh"",""Aku dan Rasulullah Shallallahu'alaihi wasallam   pernah mandi bersama dari satu wadah. Kami mengguyur air ke tangan-tangan kami""";;;;;;;;;;;;;
"237,""Thoharoh"",""Rasulullah Shallallahu'alaihi wasallam   melarang salah seorang dari kita menyisir rambut tiap hari atau buang air kecil pada tempat mandinya""";;;;;;;;;;;;;
"238,""Thoharoh"",""Aku pernah mandi bersama Rasulullah Shallallahu'alaihi wasallam   dari satu bejana. Beliau mendahuluiku dan aku pun mendahului beliau""";;;;;;;;;;;;;
"239,""Thoharoh"",""mandi bersama Maimunah dari satu bejana yang ada sisa adonan""";;;;;;;;;;;;;
"240,""Thoharoh"",""Cukup dengan menyiramkan air ke kepalamu tiga kali, kemudian""";;;;;;;;;;;;;
"241,""Thoharoh"",""Lepaskan kepangan rambut kepalamu, lalu sisirlah. Kemudian berihram untuk haji dan tinggalkan umrah'. Akupun melakukannya""";;;;;;;;;;;;;
"242,""Thoharoh"",""jika Rasulullah Shallallahu'alaihi wasallam   mandi junub, maka diletakkannya bejana air lalu beliau menyiram kedua tangannya""";;;;;;;;;;;;;
"243,""Thoharoh"",""Beliau Shallallahu'alaihi wasallam   menyiramkan air ke kedua tangannya""";;;;;;;;;;;;;
"244,""Thoharoh"",""dibawakan bejana";" beliau menyiramkan air ke kedua tangannya tiga kali, kemudian mencuci kedua tanganya""";;;;;;;;;;;;
"245,""Thoharoh"",""mencuci kedua tangannya tiga kali, kemudian menyiramkan dengan tangan kanannya ke tangan kirinya, lantas mencuci""";;;;;;;;;;;;;
"246,""Thoharoh"",""apabila Rasulullah Shallallahu'alaihi wasallam   mandi junub, maka beliau mulai dengan mencuci kedua tangannya, kemudian berwudhu seperti""";;;;;;;;;;;;;
"247,""Thoharoh"",""mencuci tangannya lalu berwudhu dan menyela-nyela kepalanya hingga rambutnya""";;;;;;;;;;;;;
"248,""Thoharoh"",""mengairi kepalanya kemudian menyiramnya tiga kali""";;;;;;;;;;;;;
"249,""Thoharoh"",""Aku menyiram kepalaku dengan tiga (cidukan) telapak tangan""";;;;;;;;;;;;;
"250,""Thoharoh"",""Ambil sepotong kapas (yang sudah diberi) minyak wangi misik dan bersucilah dengannya. Lalu dia bertanya, Bagaimana aku bersuci dengannya""";;;;;;;;;;;;;
"251,""Thoharoh"",""tidak berwudhu lagi setelah mandi wajib""";;;;;;;;;;;;;
"252,""Thoharoh"",""Aku mendekat kepada Rasulullah Shallallahu'alaihi wasallam   saat beliau mandi junub";" beliau mencuci kedua telapak tangannya dua kali""";;;;;;;;;;;;
"253,""Thoharoh"",""mandi, kemudian di bawakan handuk untuknya. Namun beliau tidak mengelap (badan)nya dengan handuk tersebut. Beliau katakan 'cukuplah air di badan ini dilap dengan tangan""";;;;;;;;;;;;;
"254,""Thoharoh"",""bila ingin makan atau tidur ketika sedang junub, maka beliau berwudhu. Amr menambahkan""";;;;;;;;;;;;;
"255,""Thoharoh"",""hendak tidur sedangkan beliau dalam keadaan junub, maka beliau berwudhu, dan bila hendak makan""";;;;;;;;;;;;;
"256,""Thoharoh"",""ingin tidur dan beliau sedang junub, maka beliau berwudhu, dan bila ingin makan""";;;;;;;;;;;;;
"257,""Thoharoh"",""ingin tidur padahal beliau sedang junub, maka beliau berwudhu seperti wudhu untuk shalat sebelum""";;;;;;;;;;;;;
"258,""Thoharoh"",""Apakah salah seorang dari kami boleh tidur bila sedang junub? Beliau menjawab, Jika ia telah wudhu""";;;;;;;;;;;;;
"259,""Thoharoh"",""Berwudhu  dan cucilah kemaluannya, kemudian tidurlah""";;;;;;;;;;;;;
"260,""Thoharoh"",""Malaikat tidak akan masuk ke dalam rumah yang didalamnya ada gambar, anjing dan orang yang sedang junub""";;;;;;;;;;;;;
"261,""Thoharoh"",""Apabila salah seorang dari kalian hendak mengulagi (bersetubuh),  berwudhulah""";;;;;;;;;;;;;
"262,""Thoharoh"",""Rasulullah Shallallahu'alaihi wasallam   menggilir istri-istrinya dalam satu malam dengan satu kali mandi""";;;;;;;;;;;;;
"263,""Thoharoh"",""menggilir istrinya dengan satu kali mandi""";;;;;;;;;;;;;
"264,""Thoharoh"",""keluar dari kamar mandi WC, kemudian beliau membaca Al Qur'an, dan makan daging bersama kami, tidak ada""";;;;;;;;;;;;;
"265,""Thoharoh"",""selalu membaca Al-Qur'an di setiap saat, kecuali ketika junub""";;;;;;;;;;;;;
"266,""Thoharoh"",""Orang muslim itu tidak najis""";;;;;;;;;;;;;
"267,""Thoharoh"",""Orang muslim tidak najis""";;;;;;;;;;;;;
"268,""Thoharoh"",""Maha suci Allah. Orang mukmin itu tidak najis""";;;;;;;;;;;;;
"269,""Thoharoh"",""Tatkala Rasulullah Shallallahu'alaihi wasallam   di masjid, tiba-tiba beliau bersabda, 'Wahai Aisyah, ambilkan baju""";;;;;;;;;;;;;
"270,""Thoharoh"",""Tatkala Rasulullah Shallallahu'alaihi wasallam   di masjid, tiba-tiba beliau bersabda, 'Wahai Aisyah, ambilkan baju""";;;;;;;;;;;;;
"271,""Thoharoh"",""Haidmu tidak ditanganmu""";;;;;;;;;;;;;
"272,""Thoharoh"",""Rasulullah Shallallahu'alaihi wasallam   meletakkan kepalanya di kamar salah satu dari kami (istri-istri Nabi Shallallahu'alaihi wasallam   dan beliau membaca Al-Qur'an, dan Maimunah sedang haid""";;;;;;;;;;;;;
"273,""Thoharoh"",""Kepala Rasulullah Shallallahu'alaihi wasallam   berada di kamar salah satu dari kami yang sedang haid, dan beliau""";;;;;;;;;;;;;
"274,""Thoharoh"",""melongokkan (menjulurkan) kepalanya kepadaku padahal beliau sedang i'tikaf, maka aku membasuhnya, padahal aku sedang haid""";;;;;;;;;;;;;
"275,""Thoharoh"",""mengeluarkan kepalanya kepadaku dari dalam masjid, karena masjidnya bersebelahan, maka aku membasuhnya padahal aku""";;;;;;;;;;;;;
"276,""Thoharoh"",""Aku pernah menyisir rambut Rasulullah Shallallahu'alaihi wasallam,  padahal aku sedang haid. Telah mengabarkan kepada kami Qutaibah bin Sa'id dari""";;;;;;;;;;;;;
"277,""Thoharoh"",""memanggilku, lalu aku makan bersama beliau, padahal aku sedang haid. Beliau Shallallahu'alaihi wasallam   mengambil daging dan membaginya""";;;;;;;;;;;;;
"278,""Thoharoh"",""meletakkan mulutnya di tempat aku meletakkan mulutku ketika aku meminumnya, dan beliau juga meminum sisa minumku""";;;;;;;;;;;;;
"279,""Thoharoh"",""Rasulullah Shallallahu'alaihi wasallam   memberikan gelas kepadaku, lalu aku minum darinya, padahal aku sedang haid. Kemudian aku berikan kepadanya, maka beliau mencari""";;;;;;;;;;;;;
"280,""Thoharoh"",""Aku pernah minum dalam keadaan haid lalu -sisa minum- aku berikan kepada Nabi Shallallahu'alaihi wasallam,  maka beliau meletakkan mulutnya di tempat""";;;;;;;;;;;;;
"281,""Thoharoh"",""Ketika aku sedang berbaring (tidur) bersama Rasulullah Shallallahu'alaihi wasallam   didalam selimut, tiba-tiba aku haid, maka aku keluar perlahan-lahan""";;;;;;;;;;;;;
"282,""Thoharoh"",""Aku pernah tidur bersama Rasulullah Shallallahu'alaihi wasallam   dalam satu selimut, padahal aku sedang haid""";;;;;;;;;;;;;
"283,""Thoharoh"",""memerintahkan salah satu dari kami yang sedang haid untuk mengikat kainnya, kemudian beliau mempergaulinya (selain hubungan intim, jimak)""";;;;;;;;;;;;;
"284,""Thoharoh"",""Apabila salah satu dari kami sedang haid, maka Rasulullah Shallallahu'alaihi wasallam   memerintahkannya untuk memakai kain, kemudian beliau mempergaulinya (selain hubungan intim, jimak)""";;;;;;;;;;;;;
"285,""Thoharoh"",""mempergauli salah satu istrinya yang sedang haid apabila memakai kain""";;;;;;;;;;;;;
"286,""Thoharoh"",""Mereka bertanya kepadamu tentang haid. Katakanlah, (Hai Muhammad) bahwa itu adalah penyakit…(Qs. Al-Baqarah (2) : 222) lalu Rasulullah Shallallahu'alaihi wasallam   memerintahkan mereka""";;;;;;;;;;;;;
"287,""Thoharoh"",""tentang seorang laki-laki yang menggauli istrinya dalam keadaan haid, Bersedekah dengan satu Dinar atau setengah Dinar""";;;;;;;;;;;;;
"288,""Thoharoh"",""Ini suatu perkara yang telah Allah Azza wa Jalla tetapkan bagi kaum wanita, jadi kerjakanlah apa yang dikerjakan""";;;;;;;;;;;;;
"289,""Thoharoh"",""Mandilah dan letakkan kain ditempat keluarnya darah, kemudian ihramlah""";;;;;;;;;;;;;
"290,""Thoharoh"",""Kerok dengan tulang, lalu cuci dengan air dan sidr (daun bidara)""";;;;;;;;;;;;;
"291,""Thoharoh"",""Gosok dan keroklah dengan kuku, kemudian percikilah dengan air, lalu shalatlah dengan kain tersebut""";;;;;;;;;;;;;
"292,""Thoharoh"",""shalat dengan mengenakan pakaian yang dipakai untuk bersetubuh? Ia menjawab, Ya, jika beliau tidak melihat""";;;;;;;;;;;;;
"293,""Thoharoh"",""Aku mencuci bekas junub (mani) dari baju Rasulullah Shallallahu'alaihi wasallam  ,  lalu beliau keluar untuk shalat""";;;;;;;;;;;;;
"294,""Thoharoh"",""Aku pernah mengerok bekas junub -pada kesempatan lain dia berkata, menggosok mani- dari baju Rasulullah Shallallahu'alaihi wasallam""";;;;;;;;;;;;;
"295,""Thoharoh"",""Sepengetahuanku, tidak lebih aku hanya menggosok mani dari baju Rasulullah Shallallahu'alaihi wasallam""";;;;;;;;;;;;;
"296,""Thoharoh"",""Aku pernah menggosoknya (mani) dari baju Rasulullah Shallallahu'alihi wasallam""";;;;;;;;;;;;;
"297,""Thoharoh"",""Aku melihat mani pada baju Rasulullah Shallallahu'alaihi wasallam,  lalu aku menggosoknya""";;;;;;;;;;;;;
"298,""Thoharoh"",""Seingatku aku pernah menggosok mani dari baju Rasulullah Shallallahu'alaihi wasallam""";;;;;;;;;;;;;
"299,""Thoharoh"",""Seingatku aku dapati mani pada baju Rasulullah Shallallahu'alaihi wasallam,  maka aku menggosoknya""";;;;;;;;;;;;;
"300,""Thoharoh"",""Nabi Shallallahu'alaihi wasallam   minta air, lalu memercikannya dengan air tersebut, dan tidak mencucinya""";;;;;;;;;;;;;
"301,""Thoharoh"",""beliau Shallallahu'alihi wasallam meminta air lalu memercikinya""";;;;;;;;;;;;;
"302,""Thoharoh"",""Air kencing bayi perempuan dicuci, sedangkan air kencing bayi laki-laki cukup disiram""";;;;;;;;;;;;;
"303,""Thoharoh"",""maka Rasulullah Shallallahu'alihi wasallam mengirim mereka beberapa unta dan pengembalanya. Kemudian beliau menyuruh mereka memanfaatkannya""";;;;;;;;;;;;;
"304,""Thoharoh"",""Kemudian Rasulullah Shallallahu'alihi wasallam mengutus mereka untuk menjumpai unta perahan beliau yang digembalakan, dan menyuruh mereka minum""";;;;;;;;;;;;;
"305,""Thoharoh"",""Ya Allah, orang-orang Quraisy ini kupasrahkan kepada-Mu -beliau mengulanginya sebanyak tiga kali- kupasrahkan kepadamu Abu Jahal""";;;;;;;;;;;;;
"306,""Thoharoh"",""mengambil ujung selendangnya lalu meludah padanya, kemudian melipat sebagian pada sebagian yang lain""";;;;;;;;;;;;;
"307,""Thoharoh"",""Jika salah seorang dari kalian shalat, maka jangan meludah didepan dan disamping kanannya, tetapi""";;;;;;;;;;;;;
"308,""Thoharoh"",""Kemudian Allah Azza wa Jalla menurunkan ayat tayamum""";;;;;;;;;;;;;
"309,""Thoharoh"",""Rasulullah Shallallahu'alihi wasallam datang dari arah sumur Jamal dan beliau berjumpa dengan seorang laki-laki. Ia memberi salam""";;;;;;;;;;;;;
"310,""Thoharoh"",""Cukuplah bagimu (tayamum). Lalu beliau menepukkan kedua tangannya ke tanah dan meniup""";;;;;;;;;;;;;
"311,""Thoharoh"",""Cukuplah bagimu bertayamum""";;;;;;;;;;;;;
"312,""Thoharoh"",""Rasulullah Shallallahu'alihi wasallam mengistirahatkan pasukannya dan beliau bersama Aisyah -istrinya- dan ternyata kalungnya yang terbuat dari Akik Zhifar (daerah di Yaman), terputus""";;;;;;;;;;;;;
"313,""Thoharoh"",""Kami tayamum bersama Rasulullah Shallallahu'alihi wasallam dengan debu. Kami mengusap wajah dan tangan kami""";;;;;;;;;;;;;
"314,""Thoharoh"",""Bila itu debu, maka itu telah mencukupi kalian'. Kemudian beliau menepukkan kedua telapak tangannya ke tanah lalu meniupkannya""";;;;;;;;;;;;;
"315,""Thoharoh"",""Begini ini cukup bagimu Dia -Syu'bah (perawi)- mendemontrasikannya dengan menapukkan kedua tangannya ke kedua lututnya, lalu meniup""";;;;;;;;;;;;;
"316,""Thoharoh"",""Begini ini cukup bagimu Dia -Syu'bah (perawi)- mendemontrasikannya dengan menepukkan tangannya sekali tepukkan (ke tanah) lalu meniupnya dan""";;;;;;;;;;;;;
"317,""Thoharoh"",""Cukup bagimu begini, lalu beliau menepukkan kedua tangannya ke tanah dan meniupnya""";;;;;;;;;;;;;
"318,""Thoharoh"",""Cukuplah bagimu untuk melakukan begini'. Lalu Nabi Shallallahu'alihi wasallam menepukkan kedua tangannya ke tanah sekali tepukan, lalu beliau mengusap kedua telapak tangannya""";;;;;;;;;;;;;
"319,""Thoharoh"",""Hendaknya kamu menggunakan debu, karena hal itu cukup bagimu""";;;;;;;;;;;;;
"320,""Thoharoh"",""Debu yang suci adalah alat wudlu bagi kaum muslim, walaupun ia tidak mendapatkan air selama sepuluh tahun""";;;;;;;;;;;;;
"321,""Thoharoh"",""Rasulullah Shallallahu'alihi wasallam mengutus Usaid bin Hudlair dan para sahabat sedang mencari kalung milikku yang""";;;;;;;;;;;;;
